id,tenderid,项目编号,项目名称,开标网址,参数抽取网址,参数抽取类型,project_type,投标单位数量,开标时间
886CD6C8-3C0C-421C-B645-44FF570F08C4,13afe456-c493-4298-b9e3-3695f9d147d0,A3301220150980045001251,桐庐城乡供水一体化管网提升改造工程（一期）—城市扩网及部分农饮水改造项目（合村乡）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=886CD6C8-3C0C-421C-B645-44FF570F08C4&tenderID=13afe456-c493-4298-b9e3-3695f9d147d0&ModuleID=486,,2,林水项目,51,2023/9/21 9:00
9A25450E-6CAE-4963-8942-1AA524E4D7FB,4A67A376-32DC-44DC-9C3E-F6CCED68DD2B,A3301270160508229001211,县一医院功能提升及基础配套设施建设,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=9A25450E-6CAE-4963-8942-1AA524E4D7FB&tenderID=4A67A376-32DC-44DC-9C3E-F6CCED68DD2B&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=9A25450E-6CAE-4963-8942-1AA524E4D7FB,1,施工项目,1158,2023/9/21 8:45
4145BB32-4148-42E8-8C0C-09D4AE37ED3D,13090567-C380-4B5F-A110-6D69F84CD1DD,A3301270160508249001211,淳政工出[2023]15号淳安国储林一期（首批）坪山农林产品深加工（水饮料）产业园项目（一、二期）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=4145BB32-4148-42E8-8C0C-09D4AE37ED3D&tenderID=13090567-C380-4B5F-A110-6D69F84CD1DD&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=4145BB32-4148-42E8-8C0C-09D4AE37ED3D,1,施工项目,809,2023/9/21 8:45
D984D3C8-2407-4F1D-8034-13E438C7EDF4,bbace99d-f772-4cba-a916-acdcf5e85014,A3301131280280034001231,2023年东湖街道“四好农村路”建设项目（二期）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=D984D3C8-2407-4F1D-8034-13E438C7EDF4&tenderID=bbace99d-f772-4cba-a916-acdcf5e85014&ModuleID=486,,2,交通项目,171,2023/9/20 9:30
E27720D0-A30C-47BE-9CDA-60856A3A1A56,3EA74B1A-0975-4AF8-9408-3B3B5C995AA4,A3301050100CS5449001211,这是一条测试数据拱墅区1+N--通过制0918,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=E27720D0-A30C-47BE-9CDA-60856A3A1A56&tenderID=3EA74B1A-0975-4AF8-9408-3B3B5C995AA4&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=E27720D0-A30C-47BE-9CDA-60856A3A1A56,1,施工项目,4,2023/9/20 9:30
4E82E7A9-2C90-4E59-87D0-5E285386A922,bbace99d-f772-4cba-a916-acdcf5e85014,A3301131280280034001231,2023年东湖街道“四好农村路”建设项目（二期）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=4E82E7A9-2C90-4E59-87D0-5E285386A922&tenderID=bbace99d-f772-4cba-a916-acdcf5e85014&ModuleID=486,,2,交通项目,171,2023/9/20 9:30
CFDAB1DE-5FBF-4B8E-A88D-DB2FA5F16E7C,55F0F3DD-85CE-4B8D-A8A7-AAB3826C0596,A3301020070507958001211,杭政储出[2022]57号地块商业商务用房项目设计采购施工(EPC)工程总承包,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=CFDAB1DE-5FBF-4B8E-A88D-DB2FA5F16E7C&tenderID=55F0F3DD-85CE-4B8D-A8A7-AAB3826C0596&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=CFDAB1DE-5FBF-4B8E-A88D-DB2FA5F16E7C,1,建设工程,13,2023/9/19 19:15
D17EC044-9096-4959-A8C9-F28D5C5555C3,C1192E0D-8C80-462B-B53C-04A236DEB40C,A3301090130508136001211,城厢街道安置房项目方案设计、初步设计及后续服务,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=D17EC044-9096-4959-A8C9-F28D5C5555C3&tenderID=C1192E0D-8C80-462B-B53C-04A236DEB40C&ModuleID=486,,0,勘察设计,6,2023/9/19 14:00
C368B4E1-6BB6-4913-8BBC-EB9E5BE30529,C68AB192-E198-4266-9B1A-747B813AFA5F,A3301090130507929001211,2023年度（北干）老旧小区综合改造提升一期EPC工程总承包项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=C368B4E1-6BB6-4913-8BBC-EB9E5BE30529&tenderID=C68AB192-E198-4266-9B1A-747B813AFA5F&ModuleID=486,,0,建设工程,6,2023/9/19 14:00
878B72AC-CA3F-49BA-8148-CB773333C97F,3B79F662-054C-44B0-90C8-8CC4DB6FB3C0,A3301080120CS1228001212,这是一条测试数据0918（重招）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=878B72AC-CA3F-49BA-8148-CB773333C97F&tenderID=3B79F662-054C-44B0-90C8-8CC4DB6FB3C0&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=878B72AC-CA3F-49BA-8148-CB773333C97F,1,监理项目,4,2023/9/19 14:00
D929B07D-75BD-4BE1-82A5-075509720F73,700f942b-ac64-47c9-b8b3-47df78196473,A3301010060280120001231,下沙港疏港道路工程设计施工总承包,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=D929B07D-75BD-4BE1-82A5-075509720F73&tenderID=700f942b-ac64-47c9-b8b3-47df78196473&ModuleID=486,,2,交通项目,11,2023/9/19 13:30
C265B9B8-3F6E-492A-A0EF-D92D23EB258D,363541b1-d2b4-4573-b238-1582b5ca1c9e,A3301010060280130001231,杭新景（杭千）高速公路2023年 隧道群机电系统专项检测项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=C265B9B8-3F6E-492A-A0EF-D92D23EB258D&tenderID=363541b1-d2b4-4573-b238-1582b5ca1c9e&ModuleID=486,,2,交通项目,10,2023/9/19 9:30
BEA73E65-BDF0-49A1-B63B-44B3442CDC2B,C68AB192-E198-4266-9B1A-747B813AFA5F,A3301090130507929001211,2023年度（北干）老旧小区综合改造提升一期EPC工程总承包项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=BEA73E65-BDF0-49A1-B63B-44B3442CDC2B&tenderID=C68AB192-E198-4266-9B1A-747B813AFA5F&ModuleID=486,,0,建设工程,6,2023/9/19 14:00
BD951DA1-F137-4955-8167-2CAB5AAECF87,4387a140-1fd7-40a4-aaaa-8945b5d2449b,A3301010060280129001231,杭州航区2023年度航道例行养护工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=BD951DA1-F137-4955-8167-2CAB5AAECF87&tenderID=4387a140-1fd7-40a4-aaaa-8945b5d2449b&ModuleID=486,,0,交通项目,11,2023/9/19 9:30
88AE35F0-19FC-4CA6-AE09-5B79171D1F91,21205786-17DC-45C8-A5A9-E202AC6924E1,A3301300180508116001211,配建公租房项目（一）全过程工程咨询,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=88AE35F0-19FC-4CA6-AE09-5B79171D1F91&tenderID=21205786-17DC-45C8-A5A9-E202AC6924E1&ModuleID=486,,0,建设工程,9,2023/9/19 9:30
5637E0D3-6C0D-4687-85C8-422FA04109A0,DF553CFF-1053-4EC8-B327-A69CDB43A204,A3301100140508254001211,仁和街道幸福综合体,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=5637E0D3-6C0D-4687-85C8-422FA04109A0&tenderID=DF553CFF-1053-4EC8-B327-A69CDB43A204&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=5637E0D3-6C0D-4687-85C8-422FA04109A0,1,施工项目,1319,2023/9/19 9:30
3B508031-DC7D-4A8E-9038-24CE63EE19DC,700f942b-ac64-47c9-b8b3-47df78196473,A3301010060280120001231,下沙港疏港道路工程设计施工总承包,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=3B508031-DC7D-4A8E-9038-24CE63EE19DC&tenderID=700f942b-ac64-47c9-b8b3-47df78196473&ModuleID=486,,2,交通项目,11,2023/9/19 13:30
3A79E61D-A3E6-48D7-B9F2-567EB3D64EB3,7D85D99D-BC39-4381-B7E2-441622A2D2B5,A3301100140508057001211,仁和中心小学改扩建项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=3A79E61D-A3E6-48D7-B9F2-567EB3D64EB3&tenderID=7D85D99D-BC39-4381-B7E2-441622A2D2B5&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=3A79E61D-A3E6-48D7-B9F2-567EB3D64EB3,1,施工项目,282,2023/9/19 9:30
2344E468-CED5-4829-B3A3-F7B4B1553171,5C2B801C-F711-47F5-9C6D-24074072E689,A3301100140508120001221,闲林街道西溪源村未来乡村示范村创建项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=2344E468-CED5-4829-B3A3-F7B4B1553171&tenderID=5C2B801C-F711-47F5-9C6D-24074072E689&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=2344E468-CED5-4829-B3A3-F7B4B1553171,1,施工项目,306,2023/9/19 9:30
CFBA6D9F-63A1-4DF3-BD6C-1263FF478C94,C1192E0D-8C80-462B-B53C-04A236DEB40C,A3301090130508136001211,城厢街道安置房项目方案设计、初步设计及后续服务,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=CFBA6D9F-63A1-4DF3-BD6C-1263FF478C94&tenderID=C1192E0D-8C80-462B-B53C-04A236DEB40C&ModuleID=486,,0,勘察设计,6,2023/9/19 14:00
D455EDBC-8E86-40D8-800B-AD5D3A5D4AEC,9B48D191-6463-4EE4-BCFD-9B783D28DD7A,A3301060110508298001211,翠苑四区未来社区提升改造项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=D455EDBC-8E86-40D8-800B-AD5D3A5D4AEC&tenderID=9B48D191-6463-4EE4-BCFD-9B783D28DD7A&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=D455EDBC-8E86-40D8-800B-AD5D3A5D4AEC,1,施工项目,1698,2023/9/19 9:00
CB6E215C-0A1D-4D94-A507-8BC45C2A8434,7d24e687-7e2c-4d75-9351-bbca85eed71f,A3301220150980044001251,桐庐城乡供水一体化管网提升改造工程（一期）—城市扩网及部分农饮水改造项目（瑶琳镇）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=CB6E215C-0A1D-4D94-A507-8BC45C2A8434&tenderID=7d24e687-7e2c-4d75-9351-bbca85eed71f&ModuleID=486,,2,林水项目,323,2023/9/19 9:00
81D282CB-6BB9-4401-AAC7-E6AE9E6E98B6,B80904F9-80DE-47BB-83DB-7BADCC71F0E4,A3301060110508436001111,留下街道茶市街社区留下西苑、金鱼井社区花坞新村老旧小区提升改造项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=81D282CB-6BB9-4401-AAC7-E6AE9E6E98B6&tenderID=B80904F9-80DE-47BB-83DB-7BADCC71F0E4&ModuleID=486,,0,施工项目,6,2023/9/19 9:00
AADD9F9C-B2BD-4601-B631-9671D69A8A4E,D9B188CE-1023-4AC3-B42F-99EA7841E44A,A3301300180508034001211,临江产业邻里中心项目EPC工程总承包,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=AADD9F9C-B2BD-4601-B631-9671D69A8A4E&tenderID=D9B188CE-1023-4AC3-B42F-99EA7841E44A&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=AADD9F9C-B2BD-4601-B631-9671D69A8A4E,1,建设工程,8,2023/9/18 14:00
8BEC91F3-3A68-4C83-A92F-EE88C6D05027,DD0BA74C-0C8C-4A89-8C80-A159E13C3FB0,A3301270160CS1225001111,这是一条测试数据-施工预审有联合体20230911,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=8BEC91F3-3A68-4C83-A92F-EE88C6D05027&tenderID=DD0BA74C-0C8C-4A89-8C80-A159E13C3FB0&ModuleID=486,,0,施工项目,4,2023/9/18 14:00
2F074C25-7587-47A7-B3F8-A4C36DE30B54,AD3568A1-75B2-4E82-B0EA-559BEE9847A1,A3301010060507737001212,四堡七堡单元JG1402-A33-40地块36班小学、JG1402-R22-41地块18班幼儿园监理,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=2F074C25-7587-47A7-B3F8-A4C36DE30B54&tenderID=AD3568A1-75B2-4E82-B0EA-559BEE9847A1&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=2F074C25-7587-47A7-B3F8-A4C36DE30B54,1,监理项目,84,2023/9/18 14:00
2E90762B-5F82-4955-827D-5A019A99EA60,24590E6B-28F0-4DAF-820F-E0824C4BC863,A3301300180508171001211,义蓬安置房四期东北地块一期项目勘察,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=2E90762B-5F82-4955-827D-5A019A99EA60&tenderID=24590E6B-28F0-4DAF-820F-E0824C4BC863&ModuleID=486,,0,勘察设计,15,2023/9/18 14:00
DCA83201-6022-4941-AF0C-BEF7935E2799,DD0BA74C-0C8C-4A89-8C80-A159E13C3FB0,A3301270160CS1225001111,这是一条测试数据-施工预审有联合体20230911,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=DCA83201-6022-4941-AF0C-BEF7935E2799&tenderID=DD0BA74C-0C8C-4A89-8C80-A159E13C3FB0&ModuleID=486,,0,施工项目,4,2023/9/18 14:00
A6598327-313E-412C-8055-B1A1C236EE1B,DAD1C9C6-7125-4DA9-84F7-B5DE8A7824E8,A3301131280508204001211,星河谷-立体生态产业园项目全过程工程咨询项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=A6598327-313E-412C-8055-B1A1C236EE1B&tenderID=DAD1C9C6-7125-4DA9-84F7-B5DE8A7824E8&ModuleID=486,,0,建设工程,5,2023/9/18 13:30
69996299-3E98-47C3-B432-DB07B31BAF5E,06AA8E54-DFAB-4B58-8DE4-CC34649EABDC,A3301080120507907001222,奥体中心中学配套道路设计（重新招标）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=69996299-3E98-47C3-B432-DB07B31BAF5E&tenderID=06AA8E54-DFAB-4B58-8DE4-CC34649EABDC&ModuleID=486,,0,勘察设计,5,2023/9/18 13:30
D43DA813-BA07-4CB8-923C-1DEDA506504A,DAD1C9C6-7125-4DA9-84F7-B5DE8A7824E8,A3301131280508204001211,星河谷-立体生态产业园项目全过程工程咨询项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=D43DA813-BA07-4CB8-923C-1DEDA506504A&tenderID=DAD1C9C6-7125-4DA9-84F7-B5DE8A7824E8&ModuleID=486,,0,建设工程,5,2023/9/18 13:30
BF54CFDB-F298-4C65-B4C8-62845E718566,5A3A0B83-492F-423F-93B9-A5168009CD8A,A3301010060508233001291,四堡七堡单元JG1404-19地块文化及体育设施、JG1404-18地块公共配套服务设施等3个项目机械车位,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=BF54CFDB-F298-4C65-B4C8-62845E718566&tenderID=5A3A0B83-492F-423F-93B9-A5168009CD8A&ModuleID=486,,0,材料设备项目,8,2023/9/18 9:30
BA43364F-9971-43B2-8993-10CC6F04F5B2,24590E6B-28F0-4DAF-820F-E0824C4BC863,A3301300180508171001211,义蓬安置房四期东北地块一期项目勘察,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=BA43364F-9971-43B2-8993-10CC6F04F5B2&tenderID=24590E6B-28F0-4DAF-820F-E0824C4BC863&ModuleID=486,,0,勘察设计,15,2023/9/18 14:00
B3862538-6AAD-48F2-AE1F-A2EAB42EBE40,2D5689B1-47B1-4FF9-BBDD-D4CDBA81D9CE,A3301131280508300001211,开发区五小项目监理,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=B3862538-6AAD-48F2-AE1F-A2EAB42EBE40&tenderID=2D5689B1-47B1-4FF9-BBDD-D4CDBA81D9CE&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=B3862538-6AAD-48F2-AE1F-A2EAB42EBE40,1,监理项目,43,2023/9/18 9:30
A8FC212B-1E23-4111-8EF1-FF71A453EF39,37467D6D-C8B8-441B-AA61-2FA47BD34806,A3301100140508004001221,余杭街道第五幼儿园周边道路项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=A8FC212B-1E23-4111-8EF1-FF71A453EF39&tenderID=37467D6D-C8B8-441B-AA61-2FA47BD34806&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=A8FC212B-1E23-4111-8EF1-FF71A453EF39,1,施工项目,1377,2023/9/18 9:30
137984EE-E066-47BE-A647-CC2177740674,5d0b01bd-58dc-487f-bde8-aaf007970f46,A3301090130980020001251,钱江世纪城亚运水质保障清水入城项目EPC工程总承包,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=137984EE-E066-47BE-A647-CC2177740674&tenderID=5d0b01bd-58dc-487f-bde8-aaf007970f46&ModuleID=486,,0,林水项目,5,2023/9/18 9:30
CD4AD8A7-35A5-40F0-9530-9612C6802825,134873A7-6DD0-4162-8C93-9BCE5245E082,A3301090130508227001261,萧山区行政中心综合楼空调改造项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=CD4AD8A7-35A5-40F0-9530-9612C6802825&tenderID=134873A7-6DD0-4162-8C93-9BCE5245E082&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=CD4AD8A7-35A5-40F0-9530-9612C6802825,1,施工项目,28,2023/9/18 9:00
F4A1844C-767C-4649-8C42-1778A7088636,83EB0BBA-72C3-47DD-927E-84914A73407B,A3301270160508224001211,枫树岭镇“两进两回”人才聚落项目---装修工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=F4A1844C-767C-4649-8C42-1778A7088636&tenderID=83EB0BBA-72C3-47DD-927E-84914A73407B&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=F4A1844C-767C-4649-8C42-1778A7088636,1,施工项目,1097,2023/9/18 8:45
4406C561-6DE8-4DEF-8D1C-E0BB7E73250B,A4BEA669-8CAE-4700-9F5E-1B9CD86473D8,A3301270160508228001211,淳安县千岛珍珠学校工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=4406C561-6DE8-4DEF-8D1C-E0BB7E73250B&tenderID=A4BEA669-8CAE-4700-9F5E-1B9CD86473D8&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=4406C561-6DE8-4DEF-8D1C-E0BB7E73250B,1,施工项目,261,2023/9/18 8:45
F5C64EFA-5A4D-4D0C-A11E-8D3A023CB225,F0F39AE8-CAA2-4022-92A3-204886B0BBFA,A3301100140507476001212,余杭区第五人民医院建设项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=F5C64EFA-5A4D-4D0C-A11E-8D3A023CB225&tenderID=F0F39AE8-CAA2-4022-92A3-204886B0BBFA&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=F5C64EFA-5A4D-4D0C-A11E-8D3A023CB225,1,施工项目,51,2023/9/15 9:30
EBDA0294-F30E-428F-82D6-813497F20FA5,EE0D3025-DAC2-4665-A368-355A17A31C3F,A3301100140508177001211,闲林街道里项A-15地块公租房项目监理,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=EBDA0294-F30E-428F-82D6-813497F20FA5&tenderID=EE0D3025-DAC2-4665-A368-355A17A31C3F&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=EBDA0294-F30E-428F-82D6-813497F20FA5,1,监理项目,90,2023/9/15 9:30
E15F4A5A-ACCB-46AF-B66C-AC8251D02136,FE7DD0FE-DDA2-43E0-BC0E-445CD3D27B1C,A3301020070508124001211,小营街道韵味街巷提升改造项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=E15F4A5A-ACCB-46AF-B66C-AC8251D02136&tenderID=FE7DD0FE-DDA2-43E0-BC0E-445CD3D27B1C&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=E15F4A5A-ACCB-46AF-B66C-AC8251D02136,1,施工项目,660,2023/9/15 9:30
48666961-77BB-487B-A492-B868088342EB,F5068DAE-077E-458E-A97D-E8A46592BF4D,A3301010060400135001281,庆春东路（新塘路-之江东路）等绿地养护,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=48666961-77BB-487B-A492-B868088342EB&tenderID=F5068DAE-077E-458E-A97D-E8A46592BF4D&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=48666961-77BB-487B-A492-B868088342EB,1,园林绿化项目,162,2023/9/15 9:30
F8218B83-CC34-4425-952D-06453EE9CE00,E19779C2-5F59-43C3-8C34-ACB6F101789B,A3301090130508169001211,新街五小新建项目监理,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=F8218B83-CC34-4425-952D-06453EE9CE00&tenderID=E19779C2-5F59-43C3-8C34-ACB6F101789B&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=F8218B83-CC34-4425-952D-06453EE9CE00,1,监理项目,22,2023/9/15 9:00
14D0F3A2-2957-4E3F-B9B5-018D966D386A,1e74955f-8d11-463c-b8a8-2f55e2df9d33,A3301220150980042001251,桐庐城乡供水一体化管网提升改造工程（一期）—城市扩网及部分农饮水改造项目（瑶琳、横村、莪山、钟山片区）监理,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=14D0F3A2-2957-4E3F-B9B5-018D966D386A&tenderID=1e74955f-8d11-463c-b8a8-2f55e2df9d33&ModuleID=486,,2,林水项目,7,2023/9/15 9:00
FCF0EF9A-1CF9-4F6C-BD9C-649B149B19AF,8971290E-F154-4170-B854-FFF31E81B383,A3301090130508087001211,瓜沥镇城乡一体化安置房（三期）——瓜沥区块项目监理,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=FCF0EF9A-1CF9-4F6C-BD9C-649B149B19AF&tenderID=8971290E-F154-4170-B854-FFF31E81B383&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=FCF0EF9A-1CF9-4F6C-BD9C-649B149B19AF,1,监理项目,36,2023/9/14 14:00
57CE1088-25B7-40E2-85E5-EC8E9238F1BA,0922262A-11A1-4E9A-8D26-663F75A5F8C9,A3301090130508011001211,新塘南XSCQ2903-66地块公租房建设项目方案设计、初步设计及后续服务,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=57CE1088-25B7-40E2-85E5-EC8E9238F1BA&tenderID=0922262A-11A1-4E9A-8D26-663F75A5F8C9&ModuleID=486,,0,勘察设计,9,2023/9/14 14:00
A19945D9-3009-4F1E-B919-45B827129595,DD0BA74C-0C8C-4A89-8C80-A159E13C3FB0,A3301270160CS1225001111,这是一条测试数据-施工预审有联合体20230911,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=A19945D9-3009-4F1E-B919-45B827129595&tenderID=DD0BA74C-0C8C-4A89-8C80-A159E13C3FB0&ModuleID=486,,0,施工项目,4,2023/9/14 13:30
12481A38-08EA-4135-AF7D-A1C17C4F6912,21EF2081-7AAD-45CD-A7F7-127EC124CCF3,A3301080120508083001211,杭政工出【2023】1号白马湖实验室总部基地项目地质勘察（一桩一勘）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=12481A38-08EA-4135-AF7D-A1C17C4F6912&tenderID=21EF2081-7AAD-45CD-A7F7-127EC124CCF3&ModuleID=486,,0,勘察设计,10,2023/9/14 13:30
F110E90B-D113-4B4B-B27E-8A8CB56CFE11,f699fed9-97e4-4f1a-8bff-608ad12ad732,A3301100140980034001251,径山镇山塘打包提标除险加固工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=F110E90B-D113-4B4B-B27E-8A8CB56CFE11&tenderID=f699fed9-97e4-4f1a-8bff-608ad12ad732&ModuleID=486,,2,林水项目,236,2023/9/14 9:30
EC921694-7D39-4740-95BF-78EE2C6AACA1,13D18D84-8239-4738-9DF7-39C70FBA02FB,A3301100140507639001211,中泰街道未来乡村示范带新泰村建设项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=EC921694-7D39-4740-95BF-78EE2C6AACA1&tenderID=13D18D84-8239-4738-9DF7-39C70FBA02FB&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=EC921694-7D39-4740-95BF-78EE2C6AACA1,1,施工项目,1267,2023/9/14 9:30
AE1D1888-CBF5-4A73-B8BD-D492C5F36EFE,48BEC0AE-5AE7-444C-8347-72832BC603FC,A3301020070508086001211,小营街道老浙大社区、葵巷社区老旧小区综合改造提升项目,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=AE1D1888-CBF5-4A73-B8BD-D492C5F36EFE&tenderID=48BEC0AE-5AE7-444C-8347-72832BC603FC&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=AE1D1888-CBF5-4A73-B8BD-D492C5F36EFE,1,施工项目,71,2023/9/14 9:30
6D49EB56-CFBA-462F-B5F0-67375A4A4E87,7DB828AB-88E6-45BB-A2CE-73D28FB24F6C,A3301050100507241001273,百井坊宋元遗址迁回保护工程,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=6D49EB56-CFBA-462F-B5F0-67375A4A4E87&tenderID=7DB828AB-88E6-45BB-A2CE-73D28FB24F6C&ModuleID=486,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/OpenParamInfo?openRecordListID=6D49EB56-CFBA-462F-B5F0-67375A4A4E87,1,施工项目,6,2023/9/14 9:30
E40E0B42-2563-496B-B454-E4DB7D6E9326,21EF2081-7AAD-45CD-A7F7-127EC124CCF3,A3301080120508083001211,杭政工出【2023】1号白马湖实验室总部基地项目地质勘察（一桩一勘）,https://ggzy.hzctc.hangzhou.gov.cn/OpenBidRecord/Index?id=E40E0B42-2563-496B-B454-E4DB7D6E9326&tenderID=21EF2081-7AAD-45CD-A7F7-127EC124CCF3&ModuleID=486,,0,勘察设计,10,2023/9/14 13:30
